Time(s),Actual_State_Of_Charge,Estimated_State_Of_Charge
90.98,0.744500,0.711430
90.99,0.744444,0.720216
91.00,0.744389,0.717911
91.01,0.744333,0.715378
91.02,0.744278,0.716868
91.03,0.744222,0.713542
91.04,0.744167,0.715203
91.05,0.744111,0.706858
91.06,0.744056,0.714865
91.07,0.744000,0.708184
91.08,0.743944,0.715516
91.09,0.743889,0.714505
91.10,0.743833,0.716011
91.11,0.743778,0.713321
91.12,0.743722,0.714663
91.13,0.743667,0.713889
91.14,0.743611,0.722247
91.15,0.743556,0.722329
91.16,0.743500,0.722304
91.17,0.743444,0.716996
91.18,0.743389,0.714881
91.19,0.743333,0.720915
91.20,0.743278,0.724659
91.21,0.743222,0.720600
91.22,0.743167,0.729525
91.23,0.743111,0.731396
91.24,0.743056,0.734024
91.25,0.743000,0.728376
91.26,0.742944,0.720033
91.27,0.742889,0.714162
91.28,0.742833,0.715644
91.29,0.742778,0.718625
91.30,0.742722,0.722944
91.31,0.742667,0.724002
91.32,0.742611,0.723359
91.33,0.742556,0.722946
91.34,0.742500,0.728549
91.35,0.742444,0.723182
91.36,0.742389,0.721840
91.37,0.742333,0.718264
91.38,0.742278,0.712021
91.39,0.742222,0.711180
91.40,0.742167,0.712329
91.41,0.742111,0.719958
91.42,0.742056,0.715508
91.43,0.742000,0.725919
91.44,0.741944,0.720940
91.45,0.741889,0.721213
91.46,0.741833,0.720544
91.47,0.741778,0.714925
91.48,0.741722,0.714167
91.49,0.741667,0.715916
91.50,0.741611,0.718635
91.51,0.741556,0.720424
91.52,0.741500,0.718318
91.53,0.741444,0.721362
91.54,0.741389,0.714458
91.55,0.741333,0.716187
91.56,0.741278,0.714223
91.57,0.741222,0.718025
91.58,0.741167,0.725413
91.59,0.741111,0.729944
91.60,0.741056,0.728718
91.61,0.741000,0.732402
91.62,0.740944,0.740197
91.63,0.740889,0.738082
91.64,0.740833,0.738424
91.65,0.740778,0.738958
91.66,0.740722,0.731914
91.67,0.740667,0.730505
91.68,0.740611,0.731835
91.69,0.740556,0.734768
91.70,0.740500,0.735315
91.71,0.740444,0.736253
91.72,0.740389,0.730221
91.73,0.740333,0.727094
91.74,0.740278,0.734220
91.75,0.740222,0.739848
91.76,0.740167,0.733573
91.77,0.740111,0.733217
91.78,0.740056,0.724901
91.79,0.740000,0.730543
91.80,0.739944,0.730807
91.81,0.739889,0.734680
91.82,0.739833,0.737169
91.83,0.739778,0.742981
91.84,0.739722,0.741855
91.85,0.739667,0.747490
91.86,0.739611,0.753025
91.87,0.739556,0.743458
91.88,0.739500,0.736717
91.89,0.739444,0.738911
91.90,0.739389,0.744229
91.91,0.739333,0.739626
91.92,0.739278,0.741915
91.93,0.739222,0.744636
91.94,0.739167,0.746427
91.95,0.739111,0.744532
91.96,0.739056,0.745596
91.97,0.739000,0.744346
91.98,0.738944,0.740033
91.99,0.738889,0.738461
92.00,0.738833,0.732184
92.01,0.738778,0.733272
92.02,0.738722,0.741149
92.03,0.738667,0.740462
92.04,0.738611,0.748801
92.05,0.738556,0.749594
92.06,0.738500,0.748499
92.07,0.738444,0.747230
92.08,0.738389,0.744143
92.09,0.738333,0.742305
92.10,0.738278,0.738359
92.11,0.738222,0.741380
92.12,0.738167,0.736016
92.13,0.738111,0.734156
92.14,0.738056,0.741466
92.15,0.738000,0.742513
92.16,0.737944,0.747031
92.17,0.737889,0.746524
92.18,0.737833,0.750688
92.19,0.737778,0.750253
92.20,0.737722,0.742698
92.21,0.737667,0.742134
92.22,0.737611,0.746147
92.23,0.737556,0.745253
92.24,0.737500,0.751006
92.25,0.737444,0.747034
92.26,0.737389,0.742582
92.27,0.737333,0.739431
92.28,0.737278,0.736696
92.29,0.737222,0.739336
92.30,0.737167,0.736401
92.31,0.737111,0.731393
92.32,0.737056,0.733497
92.33,0.737000,0.738003
92.34,0.736944,0.741520
92.35,0.736889,0.744391
92.36,0.736833,0.743326
92.37,0.736778,0.744885
92.38,0.736722,0.749385
92.39,0.736667,0.748031
92.40,0.736611,0.754895
92.41,0.736556,0.755307
92.42,0.736500,0.749699
92.43,0.736444,0.750396
92.44,0.736389,0.751167
92.45,0.736333,0.755630
92.46,0.736278,0.753002
92.47,0.736222,0.748817
92.48,0.736167,0.745189
92.49,0.736111,0.748829
92.50,0.736056,0.750788
92.51,0.736000,0.755671
92.52,0.735944,0.748998
92.53,0.735889,0.750837
92.54,0.735833,0.752609
92.55,0.735778,0.749665
92.56,0.735722,0.752410
92.57,0.735667,0.755777
92.58,0.735611,0.749197
92.59,0.735556,0.754538
92.60,0.735500,0.748826
92.61,0.735444,0.753865
92.62,0.735389,0.760788
92.63,0.735333,0.765597
92.64,0.735278,0.764130
92.65,0.735222,0.765820
92.66,0.735167,0.762171
92.67,0.735111,0.766197
92.68,0.735056,0.766152
92.69,0.735000,0.765587
92.70,0.734944,0.761733
92.71,0.734889,0.760492
92.72,0.734833,0.761571
92.73,0.734778,0.751135
92.74,0.734722,0.753066
92.75,0.734667,0.751823
92.76,0.734611,0.744319
92.77,0.734556,0.746802
92.78,0.734500,0.744227
92.79,0.734444,0.741021
92.80,0.734389,0.737000
92.81,0.734333,0.735814
92.82,0.734278,0.737147
92.83,0.734222,0.738017
92.84,0.734167,0.736581
92.85,0.734111,0.733234
92.86,0.734056,0.736520
92.87,0.734000,0.736686
92.88,0.733944,0.737978
92.89,0.733889,0.737776
92.90,0.733833,0.732616
92.91,0.733778,0.738599
92.92,0.733722,0.745398
92.93,0.733667,0.750814
92.94,0.733611,0.753549
92.95,0.733556,0.760012
92.96,0.733500,0.764689
92.97,0.733444,0.765887
92.98,0.733389,0.756597
92.99,0.733333,0.752812
93.00,0.733278,0.752054
93.01,0.733222,0.754110
93.02,0.733167,0.751956
93.03,0.733111,0.746776
93.04,0.733056,0.747365
93.05,0.733000,0.752788
93.06,0.732944,0.756361
93.07,0.732889,0.747192
93.08,0.732833,0.752410
93.09,0.732778,0.756301
93.10,0.732722,0.750333
93.11,0.732667,0.744787
93.12,0.732611,0.739646
93.13,0.732556,0.742647
93.14,0.732500,0.736957
93.15,0.732444,0.731366
93.16,0.732389,0.733830
93.17,0.732333,0.734343
93.18,0.732278,0.730188
93.19,0.732222,0.730208
93.20,0.732167,0.724647
93.21,0.732111,0.726004
93.22,0.732056,0.722972
93.23,0.732000,0.722630
93.24,0.731944,0.718265
93.25,0.731889,0.719534
93.26,0.731833,0.711656
93.27,0.731778,0.719046
93.28,0.731722,0.713247
93.29,0.731667,0.717266
93.30,0.731611,0.724552
93.31,0.731556,0.720721
93.32,0.731500,0.724776
93.33,0.731444,0.725168
93.34,0.731389,0.721828
93.35,0.731333,0.727182
93.36,0.731278,0.720768
93.37,0.731222,0.720681
93.38,0.731167,0.718116
93.39,0.731111,0.716571
93.40,0.731056,0.712493
93.41,0.731000,0.713008
93.42,0.730944,0.715255
93.43,0.730889,0.711941
93.44,0.730833,0.717114
93.45,0.730778,0.719308
93.46,0.730722,0.716978
93.47,0.730667,0.714836
93.48,0.730611,0.708328
93.49,0.730556,0.716001
93.50,0.730500,0.710275
93.51,0.730444,0.707539
93.52,0.730389,0.704903
93.53,0.730333,0.698226
93.54,0.730278,0.697368
93.55,0.730222,0.700050
93.56,0.730167,0.704904
93.57,0.730111,0.707929
93.58,0.730056,0.713011
93.59,0.730000,0.714911
93.60,0.729944,0.722111
93.61,0.729889,0.721196
93.62,0.729833,0.721451
93.63,0.729778,0.718700
93.64,0.729722,0.720283
93.65,0.729667,0.729556
93.66,0.729611,0.731674
93.67,0.729556,0.730616
93.68,0.729500,0.728665
93.69,0.729444,0.721512
93.70,0.729389,0.723396
93.71,0.729333,0.718288
93.72,0.729278,0.719664
93.73,0.729222,0.718196
93.74,0.729167,0.717915
93.75,0.729111,0.727971
93.76,0.729056,0.727437
93.77,0.729000,0.730331
93.78,0.728944,0.726502
93.79,0.728889,0.730353
93.80,0.728833,0.737058
93.81,0.728778,0.739388
93.82,0.728722,0.742357
93.83,0.728667,0.738504
93.84,0.728611,0.732927
93.85,0.728556,0.729821
93.86,0.728500,0.733122
93.87,0.728444,0.730104
93.88,0.728389,0.723993
93.89,0.728333,0.724916
93.90,0.728278,0.724976
93.91,0.728222,0.723795
93.92,0.728167,0.728952
93.93,0.728111,0.727930
93.94,0.728056,0.729419
93.95,0.728000,0.725896
93.96,0.727944,0.719607
93.97,0.727889,0.716227
93.98,0.727833,0.723502
93.99,0.727778,0.726282
94.00,0.727722,0.719869
94.01,0.727667,0.723704
94.02,0.727611,0.717791
94.03,0.727556,0.720870
94.04,0.727500,0.717429
94.05,0.727444,0.716897
94.06,0.727389,0.718246
94.07,0.727333,0.721608
94.08,0.727278,0.722472
94.09,0.727222,0.720510
94.10,0.727167,0.716555
94.11,0.727111,0.717597
94.12,0.727056,0.718800
94.13,0.727000,0.720992
94.14,0.726944,0.724757
94.15,0.726889,0.731690
94.16,0.726833,0.731761
94.17,0.726778,0.728625
94.18,0.726722,0.736757
94.19,0.726667,0.741909
94.20,0.726611,0.734070
94.21,0.726556,0.734979
94.22,0.726500,0.734714
94.23,0.726444,0.733835
94.24,0.726389,0.727001
94.25,0.726333,0.730737
94.26,0.726278,0.730824
94.27,0.726222,0.727806
94.28,0.726167,0.722211
94.29,0.726111,0.721051
94.30,0.726056,0.722509
94.31,0.726000,0.722884
94.32,0.725944,0.722412
94.33,0.725889,0.720926
94.34,0.725833,0.719076
94.35,0.725778,0.723900
94.36,0.725722,0.723075
94.37,0.725667,0.728781
94.38,0.725611,0.726849
94.39,0.725556,0.726531
94.40,0.725500,0.727358
94.41,0.725444,0.722473
94.42,0.725389,0.719721
94.43,0.725333,0.716037
94.44,0.725278,0.707836
94.45,0.725222,0.703127
94.46,0.725167,0.704573
94.47,0.725111,0.707930
94.48,0.725056,0.704761
94.49,0.725000,0.707175
94.50,0.724944,0.711364
94.51,0.724889,0.719114
94.52,0.724833,0.729061
94.53,0.724778,0.726878
94.54,0.724722,0.735304
94.55,0.724667,0.728251
94.56,0.724611,0.725991
94.57,0.724556,0.728453
94.58,0.724500,0.734131
94.59,0.724444,0.735269
94.60,0.724389,0.735642
94.61,0.724333,0.733211
94.62,0.724278,0.730447
94.63,0.724222,0.737486
94.64,0.724167,0.731368
94.65,0.724111,0.733209
94.66,0.724056,0.736223
94.67,0.724000,0.739950
94.68,0.723944,0.743747
94.69,0.723889,0.742864
94.70,0.723833,0.738505
94.71,0.723778,0.735956
94.72,0.723722,0.742474
94.73,0.723667,0.745143
94.74,0.723611,0.745132
94.75,0.723556,0.742236
94.76,0.723500,0.735207
94.77,0.723444,0.726055
94.78,0.723389,0.730854
94.79,0.723333,0.724642
94.80,0.723278,0.728556
94.81,0.723222,0.724586
94.82,0.723167,0.733248
94.83,0.723111,0.734273
94.84,0.723056,0.740622
94.85,0.723000,0.739206
94.86,0.722944,0.736806
94.87,0.722889,0.734900
94.88,0.722833,0.733064
94.89,0.722778,0.735009
94.90,0.722722,0.734610
94.91,0.722667,0.736086
94.92,0.722611,0.731005
94.93,0.722556,0.733430
94.94,0.722500,0.729572
94.95,0.722444,0.722861
94.96,0.722389,0.720102
94.97,0.722333,0.714963
94.98,0.722278,0.711763
94.99,0.722222,0.717341
95.00,0.722222,0.716377
95.01,0.722222,0.722053
95.02,0.722222,0.723397
95.03,0.722222,0.720669
95.04,0.722222,0.718653
95.05,0.722222,0.725482
95.06,0.722222,0.726288
95.07,0.722222,0.719431
95.08,0.722222,0.726028
95.09,0.722222,0.721968
95.10,0.722222,0.716814
95.11,0.722222,0.722163
95.12,0.722222,0.712256
95.13,0.722222,0.719523
95.14,0.722222,0.720749
95.15,0.722222,0.723896
95.16,0.722222,0.727339
95.17,0.722222,0.726017
95.18,0.722222,0.726186
95.19,0.722222,0.724288
95.20,0.722222,0.728850
95.21,0.722222,0.731808
95.22,0.722222,0.723824
95.23,0.722222,0.725205
95.24,0.722222,0.720969
95.25,0.722222,0.715643
95.26,0.722222,0.715768
95.27,0.722222,0.718473
95.28,0.722222,0.719432
95.29,0.722222,0.720766
95.30,0.722222,0.722254
95.31,0.722222,0.719151
95.32,0.722222,0.720288
95.33,0.722222,0.711380
95.34,0.722222,0.713313
95.35,0.722222,0.709607
95.36,0.722222,0.707792
95.37,0.722222,0.708617
95.38,0.722222,0.707246
95.39,0.722222,0.711908
95.40,0.722222,0.706190
95.41,0.722222,0.708927
95.42,0.722222,0.703835
95.43,0.722222,0.708929
95.44,0.722222,0.708785
95.45,0.722222,0.708130
95.46,0.722222,0.715232
95.47,0.722222,0.712591
95.48,0.722222,0.712416
95.49,0.722222,0.718021
95.50,0.722222,0.723220
95.51,0.722222,0.726583
95.52,0.722222,0.726316
95.53,0.722222,0.730598
95.54,0.722222,0.729467
95.55,0.722222,0.731260
95.56,0.722222,0.729792
95.57,0.722222,0.725489
95.58,0.722222,0.730728
95.59,0.722222,0.727422
95.60,0.722222,0.730836
95.61,0.722222,0.732167
95.62,0.722222,0.729227
95.63,0.722222,0.732991
95.64,0.722222,0.734347
95.65,0.722222,0.734419
95.66,0.722222,0.729644
95.67,0.722222,0.736073
95.68,0.722222,0.727833
95.69,0.722222,0.733708
95.70,0.722222,0.733805
95.71,0.722222,0.736885
95.72,0.722222,0.738719
95.73,0.722222,0.734098
95.74,0.722222,0.726546
95.75,0.722222,0.728029
95.76,0.722222,0.736783
95.77,0.722222,0.741512
95.78,0.722222,0.747101
95.79,0.722222,0.745275
95.80,0.722222,0.741756
95.81,0.722222,0.746618
95.82,0.722222,0.748416
95.83,0.722222,0.741387
95.84,0.722222,0.743990
95.85,0.722222,0.746194
95.86,0.722222,0.751206
95.87,0.722222,0.750264
95.88,0.722222,0.750592
95.89,0.722222,0.745034
95.90,0.722222,0.744313
95.91,0.722222,0.743000
95.92,0.722222,0.743380
95.93,0.722222,0.742816
95.94,0.722222,0.750835
95.95,0.722222,0.755783
95.96,0.722222,0.759936
95.97,0.722222,0.757647
95.98,0.722222,0.752555
95.99,0.722222,0.756001
96.00,0.722222,0.757055
96.01,0.722222,0.757449
96.02,0.722222,0.758035
96.03,0.722222,0.756023
96.04,0.722222,0.754289
96.05,0.722222,0.755510
96.06,0.722222,0.757820
96.07,0.722222,0.760150
96.08,0.722222,0.760846
96.09,0.722222,0.764304
96.10,0.722222,0.761144
96.11,0.722222,0.756863
96.12,0.722222,0.752219
96.13,0.722222,0.755986
96.14,0.722222,0.751684
96.15,0.722222,0.748259
96.16,0.722222,0.742897
96.17,0.722222,0.737310
96.18,0.722222,0.731309
96.19,0.722222,0.736346
96.20,0.722222,0.742643
96.21,0.722222,0.743665
96.22,0.722222,0.742694
96.23,0.722222,0.742991
96.24,0.722222,0.741523
96.25,0.722222,0.738464
96.26,0.722222,0.738916
96.27,0.722222,0.744196
96.28,0.722222,0.739495
96.29,0.722222,0.742488
96.30,0.722222,0.736511
96.31,0.722222,0.737551
96.32,0.722222,0.736694
96.33,0.722222,0.735147
96.34,0.722222,0.734382
96.35,0.722222,0.730032
96.36,0.722222,0.724086
96.37,0.722222,0.724639
96.38,0.722222,0.729917
96.39,0.722222,0.722639
96.40,0.722222,0.729534
96.41,0.722222,0.732371
96.42,0.722222,0.730468
96.43,0.722222,0.726775
96.44,0.722222,0.723422
96.45,0.722222,0.723998
96.46,0.722222,0.722801
96.47,0.722222,0.724333
96.48,0.722222,0.723541
96.49,0.722222,0.721644
96.50,0.722222,0.720121
96.51,0.722222,0.715975
96.52,0.722222,0.717850
96.53,0.722222,0.717803
96.54,0.722222,0.712910
96.55,0.722222,0.709121
96.56,0.722222,0.699799
96.57,0.722222,0.702354
96.58,0.722222,0.701412
96.59,0.722222,0.709780
96.60,0.722222,0.708576
96.61,0.722222,0.712050
96.62,0.722222,0.716633
96.63,0.722222,0.713942
96.64,0.722222,0.712686
96.65,0.722222,0.712816
96.66,0.722222,0.714902
96.67,0.722222,0.713714
96.68,0.722222,0.709483
96.69,0.722222,0.708181
96.70,0.722222,0.716614
96.71,0.722222,0.710115
96.72,0.722222,0.710438
96.73,0.722222,0.710136
96.74,0.722222,0.711804
96.75,0.722222,0.721549
96.76,0.722222,0.725381
96.77,0.722222,0.726292
96.78,0.722222,0.731294
96.79,0.722222,0.730447
96.80,0.722222,0.721187
96.81,0.722222,0.719265
96.82,0.722222,0.722560
96.83,0.722222,0.724711
96.84,0.722222,0.718024
96.85,0.722222,0.713435
96.86,0.722222,0.718075
96.87,0.722222,0.717909
96.88,0.722222,0.718264
96.89,0.722222,0.714283
96.90,0.722222,0.718584
96.91,0.722222,0.716341
96.92,0.722222,0.717067
96.93,0.722222,0.717662
96.94,0.722222,0.723385
96.95,0.722222,0.716540
96.96,0.722222,0.711281
96.97,0.722222,0.710334
96.98,0.722222,0.709314
96.99,0.722222,0.713171
97.00,0.722222,0.718539
97.01,0.722222,0.710426
97.02,0.722222,0.715481
97.03,0.722222,0.713040
97.04,0.722222,0.708934
97.05,0.722222,0.708790
97.06,0.722222,0.704218
97.07,0.722222,0.701256
97.08,0.722222,0.705502
97.09,0.722222,0.706507
97.10,0.722222,0.699241
97.11,0.722222,0.705418
97.12,0.722222,0.706843
97.13,0.722222,0.709140
97.14,0.722222,0.717434
97.15,0.722222,0.717087
97.16,0.722222,0.716240
97.17,0.722222,0.719956
97.18,0.722222,0.728479
97.19,0.722222,0.731651
97.20,0.722222,0.721834
97.21,0.722222,0.723388
97.22,0.722222,0.724064
97.23,0.722222,0.730793
97.24,0.722222,0.729867
97.25,0.722222,0.734945
97.26,0.722222,0.739428
97.27,0.722222,0.741179
97.28,0.722222,0.735348
97.29,0.722222,0.735905
97.30,0.722222,0.733454
97.31,0.722222,0.738710
97.32,0.722222,0.745836
97.33,0.722222,0.744158
97.34,0.722222,0.751399
97.35,0.722222,0.751896
97.36,0.722222,0.742281
97.37,0.722222,0.740320
97.38,0.722222,0.738019
97.39,0.722222,0.737861
97.40,0.722222,0.732357
97.41,0.722222,0.735188
97.42,0.722222,0.739975
97.43,0.722222,0.738723
97.44,0.722222,0.740087
97.45,0.722222,0.738110
97.46,0.722222,0.728478
97.47,0.722222,0.729077
97.48,0.722222,0.730582
97.49,0.722222,0.733368
97.50,0.722222,0.731315
97.51,0.722222,0.735516
97.52,0.722222,0.736373
97.53,0.722222,0.741627
97.54,0.722222,0.733207
97.55,0.722222,0.730237
97.56,0.722222,0.736739
97.57,0.722222,0.733124
97.58,0.722222,0.733654
97.59,0.722222,0.736022
97.60,0.722222,0.741497
97.61,0.722222,0.741939
97.62,0.722222,0.738453
97.63,0.722222,0.736844
97.64,0.722222,0.734979
97.65,0.722222,0.734317
97.66,0.722222,0.728115
97.67,0.722222,0.736755
97.68,0.722222,0.737675
97.69,0.722222,0.740826
97.70,0.722222,0.736347
97.71,0.722222,0.735015
97.72,0.722222,0.736617
97.73,0.722222,0.733114
97.74,0.722222,0.732727
97.75,0.722222,0.735025
97.76,0.722222,0.727667
97.77,0.722222,0.733440
97.78,0.722222,0.732729
97.79,0.722222,0.734199
97.80,0.722222,0.735517
97.81,0.722222,0.740906
97.82,0.722222,0.739721
97.83,0.722222,0.733944
97.84,0.722222,0.730431
97.85,0.722222,0.729314
97.86,0.722222,0.728232
97.87,0.722222,0.725334
97.88,0.722222,0.728408
97.89,0.722222,0.726537
97.90,0.722222,0.725349
97.91,0.722222,0.722248
97.92,0.722222,0.729243
97.93,0.722222,0.729918
97.94,0.722222,0.727069
97.95,0.722222,0.725141
97.96,0.722222,0.721742
97.97,0.722222,0.715996
97.98,0.722222,0.719925
97.99,0.722222,0.718669
98.00,0.722222,0.714267
98.01,0.722222,0.713932
98.02,0.722222,0.721226
98.03,0.722222,0.723115
98.04,0.722222,0.729872
98.05,0.722222,0.729695
98.06,0.722222,0.733748
98.07,0.722222,0.735392
98.08,0.722222,0.730702
98.09,0.722222,0.729882
98.10,0.722222,0.728785
98.11,0.722222,0.723709
98.12,0.722222,0.726433
98.13,0.722222,0.730292
98.14,0.722222,0.725884
98.15,0.722222,0.721737
98.16,0.722222,0.718976
98.17,0.722222,0.725159
98.18,0.722222,0.732562
98.19,0.722222,0.728278
98.20,0.722222,0.727853
98.21,0.722222,0.730325
98.22,0.722222,0.731374
98.23,0.722222,0.728471
98.24,0.722222,0.719500
98.25,0.722222,0.721755
98.26,0.722222,0.724547
98.27,0.722222,0.718290
98.28,0.722222,0.719049
98.29,0.722222,0.722457
98.30,0.722222,0.724304
98.31,0.722222,0.728755
98.32,0.722222,0.733869
98.33,0.722222,0.724913
98.34,0.722222,0.723380
98.35,0.722222,0.726319
98.36,0.722222,0.720927
98.37,0.722222,0.717781
98.38,0.722222,0.723185
98.39,0.722222,0.727987
98.40,0.722222,0.722431
98.41,0.722222,0.718824
98.42,0.722222,0.724189
98.43,0.722222,0.721033
98.44,0.722222,0.719223
98.45,0.722222,0.721898
98.46,0.722222,0.724583
98.47,0.722222,0.730358
98.48,0.722222,0.738188
98.49,0.722222,0.744711
98.50,0.722222,0.751308
98.51,0.722222,0.751188
98.52,0.722222,0.751072
98.53,0.722222,0.752092
98.54,0.722222,0.747524
98.55,0.722222,0.752785
98.56,0.722222,0.750866
98.57,0.722222,0.755802
98.58,0.722222,0.754903
98.59,0.722222,0.747559
98.60,0.722222,0.745210
98.61,0.722222,0.740884
98.62,0.722222,0.735379
98.63,0.722222,0.734082
98.64,0.722222,0.730465
98.65,0.722222,0.729854
98.66,0.722222,0.729163
98.67,0.722222,0.729937
98.68,0.722222,0.732641
98.69,0.722222,0.730416
98.70,0.722222,0.733001
98.71,0.722222,0.730558
98.72,0.722222,0.731592
98.73,0.722222,0.724365
98.74,0.722222,0.728090
98.75,0.722222,0.734461
98.76,0.722222,0.728983
98.77,0.722222,0.729352
98.78,0.722222,0.726012
98.79,0.722222,0.724639
98.80,0.722222,0.721673
98.81,0.722222,0.724571
98.82,0.722222,0.729834
98.83,0.722222,0.734495
98.84,0.722222,0.738786
98.85,0.722222,0.734491
98.86,0.722222,0.730762
98.87,0.722222,0.728814
98.88,0.722222,0.721897
98.89,0.722222,0.719032
98.90,0.722222,0.713492
98.91,0.722222,0.713088
98.92,0.722222,0.706013
98.93,0.722222,0.704641
98.94,0.722222,0.712369
98.95,0.722222,0.715191
98.96,0.722222,0.714214
98.97,0.722222,0.717282
98.98,0.722222,0.723012
98.99,0.722222,0.717742
99.00,0.722222,0.717902
